,num_of_blocks,epoch,validation_NDCG,validation_hit,test_NDCG,test_hit
0,1,50,0.29923449720630213,0.4665,0.22167549448387314,0.3936
0,2,50,0.2822249212948902,0.4573,0.23646920751929484,0.4019
0,3,50,0.2827282278212947,0.4571,0.23329135994800904,0.3957
0,4,50,0.27327573954394974,0.4559,0.23300820994599575,0.3903
0,5,50,0.26747472513184184,0.4472,0.20797465505581764,0.3759
