,epoch,step,loss
0,1,321,1.0694258213043213
0,2,321,0.7984877824783325
0,3,321,0.7633277773857117
0,4,321,0.65196293592453
0,5,321,0.5962046384811401
0,6,321,0.581587553024292
0,7,321,0.5942033529281616
0,8,321,0.549376368522644
0,9,321,0.513300895690918
0,10,321,0.5190154314041138
0,11,321,0.5332905054092407
0,12,321,0.44192737340927124
0,13,321,0.5298190116882324
0,14,321,0.4983772039413452
0,15,321,0.4867434501647949
0,16,321,0.44764840602874756
0,17,321,0.5276423692703247
0,18,321,0.4387751817703247
0,19,321,0.45482492446899414
0,20,321,0.451967716217041
0,21,321,0.4401920437812805
0,22,321,0.4938736855983734
0,23,321,0.46478980779647827
0,24,321,0.4470368027687073
0,25,321,0.4774940609931946
0,26,321,0.43338263034820557
0,27,321,0.4115893840789795
0,28,321,0.4686044454574585
0,29,321,0.4544749855995178
0,30,321,0.4520105719566345
0,31,321,0.4583067297935486
0,32,321,0.40595683455467224
0,33,321,0.3992272615432739
0,34,321,0.4288979768753052
0,35,321,0.4840575158596039
0,36,321,0.41888412833213806
0,37,321,0.3927978575229645
0,38,321,0.40364474058151245
0,39,321,0.40281397104263306
0,40,321,0.38942545652389526
0,41,321,0.4761303663253784
0,42,321,0.4006817936897278
0,43,321,0.44498783349990845
0,44,321,0.4069368839263916
0,45,321,0.4153834283351898
0,46,321,0.4362010061740875
0,47,321,0.4247521758079529
0,48,321,0.3910198211669922
0,49,321,0.4256240129470825
0,50,321,0.3776712715625763
0,51,321,0.4194311499595642
0,52,321,0.43635833263397217
0,53,321,0.42057716846466064
0,54,321,0.41175001859664917
0,55,321,0.3780357539653778
0,56,321,0.43992048501968384
0,57,321,0.46880751848220825
0,58,321,0.3948656916618347
0,59,321,0.4123435914516449
0,60,321,0.388116717338562
0,61,321,0.3997979760169983
0,62,321,0.40608370304107666
0,63,321,0.38410210609436035
0,64,321,0.3991883397102356
0,65,321,0.3900570869445801
0,66,321,0.3868114948272705
0,67,321,0.42746180295944214
0,68,321,0.43359965085983276
0,69,321,0.3969794809818268
0,70,321,0.45637935400009155
0,71,321,0.36090734601020813
0,72,321,0.36726707220077515
0,73,321,0.390900194644928
0,74,321,0.41079381108283997
0,75,321,0.40669161081314087
0,76,321,0.41975775361061096
0,77,321,0.45332852005958557
0,78,321,0.39033111929893494
0,79,321,0.3957567512989044
0,80,321,0.3811389207839966
0,81,321,0.33308252692222595
0,82,321,0.4186862111091614
0,83,321,0.4063950777053833
0,84,321,0.40935346484184265
0,85,321,0.444851279258728
0,86,321,0.372406005859375
0,87,321,0.38461101055145264
0,88,321,0.3805180788040161
0,89,321,0.39162999391555786
0,90,321,0.384121835231781
0,91,321,0.3713933527469635
0,92,321,0.358498215675354
0,93,321,0.40010136365890503
0,94,321,0.38763177394866943
0,95,321,0.3874577581882477
0,96,321,0.3922048509120941
0,97,321,0.4040687680244446
0,98,321,0.39553141593933105
0,99,321,0.38306760787963867
0,100,321,0.3389153778553009
0,101,321,0.40975868701934814
0,102,321,0.3842770457267761
0,103,321,0.38350898027420044
0,104,321,0.41349494457244873
0,105,321,0.41119271516799927
0,106,321,0.3885859251022339
0,107,321,0.37126535177230835
0,108,321,0.35947611927986145
0,109,321,0.37476056814193726
0,110,321,0.3991757035255432
0,111,321,0.4114477038383484
0,112,321,0.44779181480407715
0,113,321,0.3812430202960968
0,114,321,0.3979579210281372
0,115,321,0.38048213720321655
0,116,321,0.4122520089149475
0,117,321,0.38094478845596313
0,118,321,0.3900444209575653
0,119,321,0.3512023687362671
0,120,321,0.36659061908721924
0,121,321,0.38573211431503296
0,122,321,0.3206944763660431
0,123,321,0.36203038692474365
0,124,321,0.40756314992904663
0,125,321,0.4080834984779358
0,126,321,0.41698312759399414
0,127,321,0.36482590436935425
0,128,321,0.3967878818511963
0,129,321,0.43419069051742554
0,130,321,0.3907313346862793
0,131,321,0.4415583908557892
0,132,321,0.3420768678188324
0,133,321,0.35295408964157104
0,134,321,0.3158797025680542
0,135,321,0.39576366543769836
0,136,321,0.3505900502204895
0,137,321,0.376900851726532
0,138,321,0.36806586384773254
0,139,321,0.3601026237010956
0,140,321,0.3045753240585327
0,141,321,0.3727809190750122
0,142,321,0.3995985984802246
0,143,321,0.4016168713569641
0,144,321,0.3454722762107849
0,145,321,0.3804800510406494
0,146,321,0.39289551973342896
0,147,321,0.34598904848098755
0,148,321,0.3861548900604248
0,149,321,0.3538268208503723
0,150,321,0.3444467782974243
0,151,321,0.3746044337749481
0,152,321,0.384197473526001
0,153,321,0.3719055652618408
0,154,321,0.31576356291770935
0,155,321,0.35250550508499146
0,156,321,0.3846619725227356
0,157,321,0.34537142515182495
0,158,321,0.36249881982803345
0,159,321,0.35275715589523315
0,160,321,0.3659595847129822
0,161,321,0.33712732791900635
0,162,321,0.416164368391037
0,163,321,0.3790356516838074
0,164,321,0.3948717415332794
0,165,321,0.3436366021633148
0,166,321,0.3430265188217163
0,167,321,0.3572349548339844
0,168,321,0.3571409583091736
0,169,321,0.4126937687397003
0,170,321,0.3656798005104065
0,171,321,0.3807477056980133
0,172,321,0.3716161251068115
0,173,321,0.39044997096061707
0,174,321,0.3821919560432434
0,175,321,0.37384021282196045
0,176,321,0.4179888963699341
0,177,321,0.40539848804473877
0,178,321,0.39745983481407166
0,179,321,0.2988553047180176
0,180,321,0.35979288816452026
0,181,321,0.39694005250930786
0,182,321,0.4279114603996277
0,183,321,0.35147571563720703
0,184,321,0.3589407801628113
0,185,321,0.3380354642868042
0,186,321,0.35601815581321716
0,187,321,0.3458147346973419
0,188,321,0.3351258635520935
0,189,321,0.36789780855178833
0,190,321,0.3477742671966553
0,191,321,0.36926719546318054
0,192,321,0.39714428782463074
0,193,321,0.3706260323524475
0,194,321,0.3469494879245758
0,195,321,0.33837032318115234
0,196,321,0.3529212474822998
0,197,321,0.4148963689804077
0,198,321,0.3483383357524872
0,199,321,0.3465057611465454
0,200,321,0.4292908310890198
