,num_of_heads,epoch,validation_NDCG,validation_hit,test_NDCG,test_hit
0,1,50,0.294320710826827,0.4668,0.22576368935180968,0.4037
0,2,50,0.2955724700843145,0.4597,0.22768953460987718,0.4025
0,5,50,0.2957564638394234,0.4647,0.22848243080201705,0.4003
0,10,50,0.291750420512904,0.4711,0.2258097568696622,0.3983
